@RELATION music_genre
@ATTRIBUTE RMS_MEAN_TIME NUMERIC
@ATTRIBUTE PAR_MEAN_TIME NUMERIC
@ATTRIBUTE ZCR_MEAN_TIME NUMERIC
@ATTRIBUTE MAD_MEAN_TIME NUMERIC
@ATTRIBUTE MEAN_AD_MEAN_TIME NUMERIC
@ATTRIBUTE RMS_STD_TIME NUMERIC
@ATTRIBUTE PAR_STD_TIME NUMERIC
@ATTRIBUTE ZCR_STD_TIME NUMERIC
@ATTRIBUTE MAD_STD_TIME NUMERIC
@ATTRIBUTE MEAN_AD_STD_TIME NUMERIC
@ATTRIBUTE SC_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SRO_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SFM_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SC_STD_SPECTRAL NUMERIC
@ATTRIBUTE SRO_STD_SPECTRAL NUMERIC
@ATTRIBUTE SFM_STD_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_STD_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_STD_SPECTRAL NUMERIC
@ATTRIBUTE MFCC_0 NUMERIC
@ATTRIBUTE MFCC_1 NUMERIC
@ATTRIBUTE MFCC_2 NUMERIC
@ATTRIBUTE MFCC_3 NUMERIC
@ATTRIBUTE MFCC_4 NUMERIC
@ATTRIBUTE MFCC_5 NUMERIC
@ATTRIBUTE MFCC_6 NUMERIC
@ATTRIBUTE MFCC_7 NUMERIC
@ATTRIBUTE MFCC_8 NUMERIC
@ATTRIBUTE MFCC_9 NUMERIC
@ATTRIBUTE MFCC_10 NUMERIC
@ATTRIBUTE MFCC_11 NUMERIC
@ATTRIBUTE MFCC_12 NUMERIC
@ATTRIBUTE MFCC_13 NUMERIC
@ATTRIBUTE MFCC_14 NUMERIC
@ATTRIBUTE MFCC_15 NUMERIC
@ATTRIBUTE MFCC_16 NUMERIC
@ATTRIBUTE MFCC_17 NUMERIC
@ATTRIBUTE MFCC_18 NUMERIC
@ATTRIBUTE MFCC_19 NUMERIC
@ATTRIBUTE MFCC_20 NUMERIC
@ATTRIBUTE MFCC_21 NUMERIC
@ATTRIBUTE MFCC_22 NUMERIC
@ATTRIBUTE MFCC_23 NUMERIC
@ATTRIBUTE MFCC_24 NUMERIC
@ATTRIBUTE MFCC_25 NUMERIC
@ATTRIBUTE MFCC_26 NUMERIC
@ATTRIBUTE MFCC_27 NUMERIC
@ATTRIBUTE MFCC_28 NUMERIC
@ATTRIBUTE MFCC_29 NUMERIC
@ATTRIBUTE MFCC_30 NUMERIC
@ATTRIBUTE MFCC_31 NUMERIC
@ATTRIBUTE MFCC_32 NUMERIC
@ATTRIBUTE MFCC_33 NUMERIC
@ATTRIBUTE MFCC_34 NUMERIC
@ATTRIBUTE MFCC_35 NUMERIC
@ATTRIBUTE MFCC_36 NUMERIC
@ATTRIBUTE MFCC_37 NUMERIC
@ATTRIBUTE MFCC_38 NUMERIC
@ATTRIBUTE MFCC_39 NUMERIC
@ATTRIBUTE MFCC_40 NUMERIC
@ATTRIBUTE MFCC_41 NUMERIC
@ATTRIBUTE MFCC_42 NUMERIC
@ATTRIBUTE MFCC_43 NUMERIC
@ATTRIBUTE MFCC_44 NUMERIC
@ATTRIBUTE MFCC_45 NUMERIC
@ATTRIBUTE MFCC_46 NUMERIC
@ATTRIBUTE MFCC_47 NUMERIC
@ATTRIBUTE MFCC_48 NUMERIC
@ATTRIBUTE MFCC_49 NUMERIC
@ATTRIBUTE MFCC_50 NUMERIC
@ATTRIBUTE MFCC_51 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.038776,2.790000,0.073262,0.027817,0.031757,0.026183,0.365035,0.039521,0.018800,0.021350,60.899765,116.747483,0.100837,12.318224,20.681770,18.703698,34.192032,0.028665,2.376527,15.090932,-3.955595,-0.416803,-8.522109,1.650478,-2.808163,-0.599644,-3.103018,-0.160576,-2.776003,-0.052742,-2.574686,-0.688975,-0.901188,0.681155,0.495265,1.079994,-0.332816,-0.302038,-0.251773,0.236906,-0.909790,0.032622,0.948273,0.264934,-0.428058,0.645262,15.919667,5.268600,3.237483,1.927666,1.929141,1.510666,1.463491,1.259884,1.647472,1.824178,1.384599,1.704062,1.774609,1.873177,2.147083,1.611924,1.807289,1.431485,1.370142,1.338500,1.392331,1.050717,1.343264,0.931572,1.151402,1.060102,classical
0.039606,2.906699,0.060761,0.026767,0.031757,0.026887,0.473648,0.046282,0.018881,0.021729,47.151898,83.079009,0.088900,11.434614,27.789169,23.100087,44.575925,0.039915,2.440477,30.832387,-11.702606,4.583469,-6.050747,1.339762,-1.536592,-0.297993,-2.874894,-0.589610,-1.661342,0.174962,-1.928922,-0.721990,-0.691092,0.217474,-0.417229,0.231798,-0.176772,-0.247010,-0.461315,-0.019233,-0.414335,-0.243556,0.391249,0.163746,-0.387090,0.192356,19.946458,6.645123,5.787743,2.220133,2.184764,1.545318,1.695813,1.378943,1.506946,1.549656,1.135869,1.292738,1.248388,1.129144,1.394284,1.130840,1.009682,0.913821,0.919461,1.046574,0.799408,1.036251,0.778007,0.616073,0.684968,0.789592,classical
0.015881,2.668992,0.058258,0.012223,0.013285,0.013931,0.498369,0.035597,0.011962,0.012024,57.614250,107.553060,0.120050,12.919300,7.604713,24.044084,55.971008,0.044797,3.159377,6.284883,-31.225679,-0.811369,-5.607959,0.291271,-4.644126,-0.643917,-4.019233,-1.687566,-3.162422,-0.277323,-2.037915,-0.415321,-1.122940,0.404661,0.422572,1.355340,0.588032,0.969796,0.147591,-0.206934,0.116202,0.747385,0.643036,0.203372,-0.383619,-0.264806,15.434786,6.167275,3.086631,2.083824,2.110295,1.747875,1.657476,1.457973,1.602176,1.490055,1.206801,1.354622,1.307335,1.452262,1.408916,1.434929,0.982565,1.215958,1.582060,1.851534,1.658842,1.507024,1.177733,0.980041,1.166191,1.010575,classical
0.040950,2.974315,0.093524,0.028324,0.033052,0.030961,0.395436,0.043261,0.021721,0.025008,69.769357,128.418280,0.118010,11.070863,31.242976,19.928457,34.396491,0.035451,2.316581,32.292844,-0.218764,-1.918529,-11.838581,0.438222,-3.936875,-1.191734,-4.323114,-0.850564,-2.539268,0.688913,-1.993266,-0.754632,-1.064138,0.698748,0.134715,1.212817,0.085958,0.042799,-0.457371,0.001480,-0.248692,0.840210,1.125785,0.796295,-0.573223,-0.170770,18.813725,6.263562,3.078824,2.368329,2.338840,1.784211,2.087440,1.550149,1.665306,1.464271,1.317113,1.323588,1.332917,1.277412,1.494207,1.495854,1.046874,1.081990,1.207421,1.262234,1.316178,1.390510,1.254069,1.012339,0.939156,0.911295,classical
0.043983,2.915171,0.075481,0.030441,0.035537,0.033530,0.406455,0.028842,0.023456,0.027197,58.808392,108.072812,0.104266,11.094856,26.825955,13.802703,27.647375,0.030880,2.507505,27.644043,-0.778304,1.430270,-10.450331,-0.081072,-3.558347,-1.112363,-4.162604,-1.379233,-3.015815,-0.026090,-2.011866,-0.406188,-0.916386,0.238997,-0.597504,0.153749,-0.373116,0.139150,0.005531,0.448624,0.312679,0.439068,0.495534,0.145859,-0.290604,0.072675,20.427456,4.207365,2.658248,2.133358,1.850396,1.644361,1.484841,1.430609,1.233487,1.371142,1.521040,1.455981,1.386265,1.235239,1.298444,1.124832,1.167031,1.223075,1.196858,1.115256,0.950159,0.857408,0.787486,0.775014,0.758615,0.786033,classical
0.012655,2.886733,0.107354,0.008859,0.010220,0.014954,0.394127,0.050197,0.010835,0.012293,73.772321,141.536019,0.133535,12.059785,9.876051,18.895644,43.269507,0.032538,2.595998,13.641150,-30.470803,-4.586777,-8.172726,-1.193676,-3.403122,0.994887,-2.565654,0.576334,-2.146606,2.795711,-0.489112,-0.363937,-0.812577,1.654871,-0.862298,0.805922,-0.193882,0.741101,0.169859,0.335264,-0.282466,0.301018,0.205978,0.150611,-0.489980,-0.119253,20.022314,4.175591,2.528114,2.295662,2.475590,2.293334,2.187535,1.927511,2.024928,3.216250,2.694047,1.747614,2.381558,2.155895,1.521809,1.501339,1.761789,2.056049,1.867318,2.449211,1.859512,1.059834,0.845946,1.130656,1.115234,0.921870,classical
0.019609,2.851134,0.071867,0.013766,0.015912,0.013167,0.375409,0.026135,0.009348,0.010726,62.718968,116.910922,0.117128,11.850735,11.509470,13.205637,30.905903,0.028786,2.512734,11.678333,-17.603472,-1.908642,-9.668503,-1.188662,-4.898456,-1.275143,-4.204748,-0.334586,-2.508437,0.292350,-2.199412,-0.436651,-1.040817,1.170714,1.315289,2.377252,0.890051,0.864528,0.091401,0.139823,-0.329634,-0.559015,-0.051248,0.282872,0.154508,0.620496,16.659515,4.273854,3.447670,1.869868,1.727868,1.698725,1.593061,1.366125,1.283383,1.500520,1.327984,1.428628,1.250221,1.413658,1.735425,1.722885,1.280449,1.224880,1.370174,1.012558,1.315766,1.439406,1.402761,0.673907,0.994751,0.886277,classical
0.021184,2.870162,0.077693,0.015146,0.017283,0.024392,0.352381,0.034876,0.018085,0.020181,60.830000,111.063517,0.110312,11.206795,9.361409,15.084499,28.073473,0.027520,2.214905,10.196421,-22.229600,-0.804985,-10.832043,-1.071227,-3.983617,-1.693014,-4.460010,-0.745344,-2.636657,-0.033976,-2.065130,-0.230107,-0.023993,1.339937,0.490372,1.559072,0.903825,1.309444,1.151630,1.072336,0.676983,0.490198,0.259582,-0.165668,-0.358162,0.125317,18.801215,4.336923,2.998374,2.127296,1.712369,1.759802,1.815079,1.821821,1.545460,1.631756,1.369834,1.619316,1.617209,1.455037,1.505755,1.224119,1.178526,1.196208,1.044414,1.031396,1.133610,0.934984,1.008101,0.854707,0.753395,0.821772,classical
0.133236,2.988972,0.093869,0.091780,0.107452,0.054546,0.356060,0.018640,0.039046,0.044526,59.806394,97.239663,0.107760,9.971255,82.072550,8.490435,17.944529,0.026157,1.787895,54.799786,28.732479,1.582286,-10.346193,-5.473673,-2.529830,-2.128274,-1.999690,-1.666347,-1.512478,-0.397890,-0.410250,-0.918149,-1.048713,-0.675441,-0.301517,-0.096336,-0.735173,-0.322355,-0.292262,-0.184575,-0.661970,0.269663,0.478075,-0.196478,-0.456019,0.158150,11.876164,3.432324,2.310612,1.995266,1.730694,1.207806,1.207841,1.183352,1.099156,1.057457,1.034358,1.002188,0.992040,0.978173,1.113132,1.017452,1.098064,1.179498,1.118168,0.977060,1.010092,1.032023,1.094946,0.818758,1.021543,0.967530,classical
0.114798,2.539907,0.050930,0.083093,0.095190,0.055337,0.410315,0.015660,0.045989,0.047654,47.730822,71.535244,0.121302,13.354942,33.749514,15.294209,46.510513,0.070215,2.680770,36.801070,9.805637,1.767055,-0.313453,-6.458204,-3.062850,-2.913709,-3.184874,-2.567683,-2.280529,-1.909848,-1.219417,-0.375874,-0.218305,0.145707,0.138996,0.102364,-0.499691,-0.623334,-0.507007,-0.115441,-0.126397,0.178715,0.158159,-0.145252,-0.448191,-0.352807,13.208725,4.110748,4.565510,2.582040,1.571646,1.278228,1.411395,1.356546,1.192075,1.120986,1.268529,1.426145,1.339624,1.375100,1.290711,1.174852,1.123235,1.217344,1.310705,1.273816,1.199545,0.950985,0.768417,0.806290,0.959600,0.821666,classical
0.017845,2.768003,0.071030,0.012560,0.014514,0.006926,0.341311,0.024912,0.005065,0.005723,53.306159,91.116189,0.095172,11.542742,7.205815,14.599918,32.582429,0.040507,2.199233,5.019588,-23.633587,1.211572,-6.811650,-3.462958,-2.915039,-3.050370,-2.435127,-3.393274,-2.103379,-0.640643,-0.362408,0.099666,0.667708,0.130869,-0.326315,-0.431503,0.231099,-0.228932,-0.297299,-0.449607,-0.217954,0.281581,0.144442,-0.217859,-0.036911,-0.289388,11.154460,5.258963,2.832871,2.750562,2.563861,2.301408,2.169073,1.851702,1.668128,2.369766,1.750481,1.881168,1.860822,1.423066,1.544990,1.625445,1.620699,1.577124,1.320290,1.182743,1.141487,1.189231,1.135738,0.906975,1.107765,1.163356,classical
0.137366,2.782924,0.062235,0.097720,0.112036,0.045148,0.390233,0.017127,0.034272,0.037434,53.316045,85.748844,0.126864,11.821165,63.431426,7.615072,14.971574,0.034285,2.391458,67.812175,26.078135,0.841870,-5.341834,-4.805894,-2.469176,-2.514573,-2.140349,-1.717176,-1.414203,-1.156505,-1.006395,-0.616363,-0.632403,0.031352,0.371484,0.282617,-0.272652,0.073575,-0.006824,-0.104198,-0.167101,0.033753,-0.060275,-0.129894,-0.191594,-0.037176,9.186370,2.801412,2.307794,2.180694,1.754115,1.768356,1.738991,1.598656,1.501388,1.330567,1.393022,1.344672,1.434199,1.345914,1.382789,1.337981,1.169161,1.163370,0.960067,1.144425,1.134155,1.142855,0.907956,0.861111,0.934888,0.798118,classical
0.114841,3.157935,0.111641,0.078348,0.092193,0.020751,0.340915,0.026255,0.015135,0.016898,85.637609,165.460108,0.250516,8.496963,116.171729,13.923783,33.106203,0.053911,1.706796,41.125539,44.405291,-6.516522,-7.246516,-1.368445,-1.991686,-0.422372,-1.858623,-0.858207,-0.922772,-0.518226,-0.380201,-0.021757,0.103962,0.011440,-0.153255,0.512438,-0.415264,-0.145193,-0.517840,0.231750,-0.502064,0.000282,-0.166352,0.283698,-0.363351,-0.299042,5.519128,3.162003,1.700256,1.173684,1.287138,1.326596,1.033831,0.961954,0.905373,1.120476,0.836966,1.086058,0.903359,0.807015,0.896709,0.788873,0.749171,0.693243,0.717958,0.824869,0.720640,1.045784,0.712024,0.661359,0.642080,0.641286,classical
0.009469,2.830171,0.064809,0.006663,0.007658,0.005323,0.334595,0.020976,0.003850,0.004370,52.266898,91.826491,0.125409,11.291002,4.369693,7.332739,18.622033,0.020950,2.326398,3.373372,-33.722576,0.991105,-5.723565,-2.918615,-1.571166,-2.141998,-2.131239,-1.511487,-1.921227,-1.506764,-0.699687,-0.342950,-0.483143,-0.492044,-0.015270,0.355266,0.254711,0.233935,-0.362970,-0.300989,-0.249200,-0.152387,-0.008745,0.119629,0.597369,0.639469,13.178228,2.054673,2.437918,2.031449,1.617559,1.728086,1.266737,1.038950,1.164360,1.174148,1.327731,1.121258,0.991849,1.099709,1.023960,1.037187,1.070212,0.988696,1.037850,1.057226,1.011811,1.101388,1.174152,0.881201,0.953910,0.980187,classical
0.160295,2.852898,0.087200,0.112381,0.129970,0.058030,0.339664,0.043881,0.041902,0.047355,68.779753,125.807573,0.185657,10.746064,123.313300,33.131737,71.731678,0.142109,2.445291,91.944148,36.591226,-1.238890,-5.585494,-2.047726,-1.378918,-1.004609,-1.267552,-1.193592,-1.133825,0.650818,-0.239522,-0.674380,-0.175127,-0.139147,-0.423402,-0.144009,-0.407003,-0.253594,-0.416772,0.065793,-0.083220,0.049341,-0.160456,0.183042,-0.165551,-0.159281,21.369001,8.241198,3.002663,2.754158,1.963748,1.860548,1.305956,1.496427,1.311890,1.221138,0.923979,1.324380,1.171864,0.997498,1.052415,1.182470,1.067730,0.964990,1.038623,0.907423,0.770240,0.829500,0.919606,0.822874,0.924321,0.958322,classical
0.123128,4.009948,0.109407,0.083988,0.098701,0.064790,2.250560,0.035504,0.045515,0.052733,100.246949,200.449612,0.358513,9.568170,121.341260,27.490459,61.124991,0.136514,2.190873,74.180043,41.978114,-9.884804,-5.717716,-1.721560,-1.313195,-0.958906,-1.346327,-1.072561,-1.035420,-0.190418,0.004860,0.251895,0.042787,-0.088975,-0.256703,0.264672,-0.189524,-0.287360,-0.455689,-0.171112,-0.144692,-0.022511,-0.136180,-0.005823,0.133520,0.288360,14.812382,4.677406,2.142904,2.124074,1.415097,1.192658,1.056416,0.950000,1.016055,0.976271,0.993481,0.916468,1.056806,1.045198,0.895824,1.058349,1.043160,0.779637,0.692189,0.722939,0.677994,0.818006,0.786273,0.618533,0.635916,0.667490,classical
0.007936,2.743905,0.047789,0.005567,0.006449,0.004144,0.314829,0.016137,0.003038,0.003431,51.560048,102.473277,0.145126,11.487068,4.024591,10.454809,23.661894,0.039511,2.368881,2.452327,-37.418742,0.121468,-4.227267,1.819442,-0.585849,-1.774780,-1.530297,-1.379031,-0.630911,-0.079295,-0.619402,0.326723,0.686097,0.532443,0.462824,-0.213423,-0.858765,-0.673565,-0.062786,0.485045,0.810158,0.273615,-0.088019,0.017995,0.366063,0.617669,15.524792,3.482260,2.261515,1.194528,1.248112,1.180731,1.118976,1.000958,0.995685,1.095983,1.209552,1.272642,1.066400,0.860756,0.749509,0.895064,1.265169,0.904044,0.729172,0.903746,0.909192,0.662308,0.581240,0.601248,0.595791,0.845921,classical
0.080258,2.670253,0.059837,0.056108,0.064984,0.056808,0.498729,0.041513,0.038991,0.045641,68.247425,139.021705,0.237415,11.768302,79.223669,22.854407,59.684360,0.088136,3.095603,80.866571,11.688705,-5.919135,-1.243007,0.571093,0.495750,0.702633,0.032767,-0.281331,-0.596222,0.086894,-0.304290,0.065330,0.008566,-0.028990,0.230611,0.608041,0.119303,0.305317,0.010124,0.180898,-0.162284,-0.175848,-0.243160,-0.129219,-0.209888,-0.107790,36.801679,5.128282,5.782927,2.263496,1.810551,1.346412,1.339159,1.338091,1.410983,1.402096,1.126758,1.079644,1.303490,1.402024,1.304165,1.160345,0.940297,0.867194,0.977206,0.990449,0.931297,0.763089,0.664572,0.634918,0.688931,0.600340,classical
0.054825,3.208903,0.126633,0.037311,0.043927,0.036881,0.446098,0.052246,0.025808,0.029798,109.660701,227.096824,0.361407,9.910325,64.800728,30.409492,69.975911,0.108908,2.258126,61.403819,20.525756,-11.913634,-5.105285,-1.654603,-1.430304,-0.586291,-0.903579,-0.739439,-1.190861,-0.937293,-0.924734,0.146688,0.280939,0.225464,0.508845,0.555388,-0.088595,-0.062858,-0.085404,-0.369228,-0.081646,0.243036,0.411046,0.173779,0.063903,-0.168439,22.659882,5.154346,4.534554,2.078341,1.814105,2.127072,1.744564,1.267374,1.686487,2.338529,1.737982,1.464033,1.200657,1.566046,1.265707,1.410382,0.944449,0.854435,0.812405,0.756749,0.964220,0.886671,0.977150,0.806037,0.730968,0.630193,classical
0.137187,2.955199,0.087704,0.094247,0.110545,0.058841,0.359324,0.025184,0.042633,0.048202,65.563885,121.934966,0.148075,9.808888,101.502140,15.213259,34.146288,0.055675,2.279439,84.965005,36.034831,-0.491499,-8.829391,-1.123513,-1.716819,0.108434,-0.645612,-0.285233,-1.023054,0.245300,0.251969,0.091165,0.015613,-0.213089,-0.106050,0.232009,-0.404479,-0.173453,-0.512676,-0.199286,-0.272009,-0.197159,-0.380558,-0.118777,-0.233912,-0.311689,16.725693,5.012680,2.573856,2.250759,1.816260,1.475055,1.437341,1.176785,1.094354,0.964719,0.929771,0.873249,0.819800,0.880997,0.830461,0.773529,0.644752,0.683417,0.688064,0.806068,0.707200,0.635129,0.563532,0.579451,0.555694,0.596150,classical
0.013025,2.539588,0.057851,0.009796,0.010966,0.010665,0.386389,0.023436,0.008964,0.009378,49.084379,78.580945,0.107597,13.437613,3.472229,16.191579,35.208357,0.057277,2.380182,2.670371,-44.364795,2.268419,-3.624302,-4.466530,-2.551401,-2.537888,-2.172940,-2.466526,-2.799196,-2.048650,-0.674652,-0.436746,-0.139898,0.510851,0.874701,0.791550,0.554513,0.326776,-0.448075,-0.295749,0.548170,0.249776,0.547488,0.182341,-0.231475,-0.315620,16.606842,6.017419,3.943155,2.214075,2.446729,1.746430,1.635013,1.396517,1.323396,1.499350,1.379589,1.720533,1.741279,1.602193,1.802830,1.611372,1.417750,1.300436,1.673978,1.711903,1.673757,1.244749,1.699689,1.031649,1.169012,0.951785,classical
0.189475,2.917628,0.096811,0.132129,0.153406,0.061475,0.315739,0.027748,0.044842,0.050428,74.676921,139.176971,0.181223,9.554765,134.506000,14.760674,27.757540,0.063726,1.729699,60.708340,47.152064,-3.253265,-8.536081,-0.152691,0.270580,-2.565447,-1.379623,1.063792,-1.632641,-0.493729,0.443232,0.727441,-0.928969,-0.625406,0.090108,0.430545,-0.691008,0.389591,0.196409,0.389248,-0.142770,-0.095289,-0.204481,0.317492,-0.134643,-0.137199,12.229886,3.634872,1.905261,2.039170,1.560721,1.922596,1.913459,1.581309,1.422300,1.351296,1.152316,1.090843,1.057883,0.945516,0.855008,0.940154,0.904177,0.780056,0.829303,0.748478,0.665121,0.702170,0.624126,0.706583,0.696431,0.661402,classical
0.016583,2.959077,0.094264,0.011557,0.013407,0.009907,0.513945,0.042943,0.007178,0.008122,78.466895,144.088304,0.211424,11.291806,12.686062,28.709001,65.822073,0.112753,2.638905,13.270160,-17.626871,-5.961474,-6.230443,-3.379226,-2.012430,-1.081650,-1.099570,-0.241323,-1.417179,-2.118068,-1.461275,-0.290894,0.460443,-0.313004,-0.433776,-0.236682,-0.271494,-0.418835,-0.247968,0.055273,-0.044851,-0.113277,0.127261,-0.075894,-0.327943,-0.342134,21.587853,6.315148,3.881687,3.282382,2.112475,1.685527,1.752345,1.428102,2.240042,2.283163,1.510171,2.014244,1.987466,1.642361,1.682747,1.580779,1.467606,1.295140,1.163401,1.167315,1.214562,1.118342,0.961884,0.956641,0.994020,1.351615,classical
0.029913,2.832594,0.081499,0.021018,0.024282,0.011365,0.315368,0.027479,0.008475,0.009379,51.142303,80.579396,0.103420,10.643483,10.298088,8.313311,20.139917,0.030049,2.316407,5.176508,-10.990989,2.662212,-4.224289,-3.878221,-0.863755,-0.883797,0.579914,-1.213578,-1.546110,-0.126351,0.672485,-0.530568,-0.738212,-0.343761,0.475983,0.669002,0.509915,0.310621,0.568026,0.152295,-0.662396,-0.399873,0.249619,0.658865,0.044296,-0.490163,9.878870,3.306145,3.322768,2.356727,1.560409,1.618879,1.539974,1.342660,1.606846,1.628030,1.657004,1.539873,1.924033,1.716310,1.650248,1.805453,1.526074,1.561847,1.409911,1.170433,1.200114,1.146098,1.355588,1.244599,1.215133,1.369270,classical
0.068503,3.077517,0.093184,0.047007,0.055121,0.037146,0.390365,0.032586,0.026230,0.030159,69.736256,127.223083,0.165435,9.975108,57.316310,16.247423,30.681161,0.052849,2.126981,44.961162,19.704252,-2.236637,-8.415920,-0.660402,-1.795051,-1.702670,-1.853360,-1.412340,-0.925459,-0.579968,-0.122609,-0.413033,-0.077273,-0.426285,0.084232,0.042933,-0.258424,-0.233722,-0.344326,-0.342164,-0.119147,0.178232,0.057975,-0.065799,-0.225686,0.098910,17.047982,4.334849,2.869902,1.535379,1.419714,1.361617,1.270212,1.234041,1.191946,1.053665,1.308345,1.229823,1.216277,1.138156,1.095598,0.944500,0.898531,0.874778,0.870868,1.065632,1.130860,0.870907,1.127308,0.762260,1.060168,0.910236,classical
0.068034,3.133864,0.103920,0.046262,0.054554,0.028763,0.400155,0.034383,0.020084,0.023219,81.004129,150.838885,0.230053,9.561144,63.916989,19.464804,43.350467,0.091651,2.070158,44.521322,25.901164,-5.349048,-7.761854,-1.761666,-1.844879,-1.660678,-1.880039,-1.183769,-0.902130,-0.554688,-0.552708,-0.482829,-0.152982,-0.167245,0.192223,0.255436,-0.075018,-0.142814,-0.212243,-0.134510,0.070221,0.142172,-0.017295,-0.020071,0.096376,0.187973,13.573983,4.651000,2.843733,1.334254,1.337283,1.327234,1.177230,1.129172,1.098599,0.987474,1.065209,0.966013,1.060795,0.933293,0.956579,0.970559,1.002595,0.914229,0.848538,0.935447,0.894016,0.836795,0.779799,0.777417,0.831227,0.859221,classical
0.047770,2.987899,0.075881,0.032856,0.038516,0.030889,0.403404,0.030389,0.021760,0.025116,59.582881,110.698683,0.146089,10.746785,31.518441,20.636000,51.659103,0.091991,2.075507,30.170860,2.993646,0.560878,-5.849524,-1.473638,-0.151959,-0.614133,-0.830349,-1.441201,-0.777437,-0.490720,-0.141846,-0.444334,-0.291787,-0.342643,-0.187494,-0.501393,-0.810744,-0.583982,-0.250294,-0.388613,-0.194008,-0.098423,-0.080177,-0.027340,0.119041,0.333057,19.934036,5.063232,4.124340,1.914815,1.877545,1.698556,1.338560,1.464893,1.258835,1.258736,1.349771,1.162490,1.213088,1.292520,1.473442,1.181711,1.448931,1.446683,1.156995,1.441282,1.132771,1.158336,1.059499,0.996113,0.959886,1.111784,classical
0.038619,2.934943,0.072288,0.026405,0.031015,0.036519,0.514236,0.036335,0.025079,0.029346,65.067889,122.050349,0.194567,10.888297,35.957874,30.258000,74.031520,0.129814,2.667829,55.068548,-5.875443,-1.659797,-4.257902,-1.626967,-0.036681,-0.626809,-1.238756,-0.629641,-0.387787,-0.624508,-0.347348,-1.077030,-0.329887,-0.258468,-0.095415,0.039010,-0.481769,-0.273243,-0.021314,-0.223350,-0.083179,-0.000880,0.140629,-0.036511,-0.206963,-0.220832,32.584629,5.682264,3.756756,1.960122,1.732981,1.648298,1.432167,1.153869,1.224950,1.115693,1.445856,1.154528,1.244042,0.890277,1.107479,0.999136,0.868535,0.874675,0.900141,0.846563,0.745753,0.805386,0.713044,0.588725,0.624117,0.724172,classical
0.020019,2.588350,0.035341,0.014854,0.016508,0.013675,0.362546,0.007256,0.011783,0.011833,31.224971,34.701007,0.079205,12.521074,5.388852,3.451550,6.040695,0.023922,2.821208,6.404242,-39.896406,5.254405,7.267226,-3.307630,-2.354814,-2.683675,-2.234677,-2.114769,-1.435727,-1.232943,-0.631625,-0.186986,0.264156,-0.032221,-0.280762,-0.241835,-0.132236,-0.232145,-0.265307,-0.277589,-0.244129,-0.185808,-0.223973,-0.183338,0.050019,0.123455,9.423119,2.971025,3.141100,1.996468,1.126993,1.210806,1.387856,1.300948,1.051197,1.057649,1.150603,1.130417,1.118749,1.209083,1.090119,0.877599,0.883514,1.169755,1.243817,0.973321,0.800323,0.757866,0.722171,0.698303,0.754740,0.719988,classical
0.012409,2.549987,0.040352,0.008900,0.010132,0.014014,0.361711,0.013211,0.010277,0.011530,48.507210,73.762200,0.148887,12.555115,3.930739,11.902475,50.114416,0.066878,2.015739,9.241861,-46.409139,-0.446210,5.330139,-3.050735,-2.641221,-2.755620,-1.681661,-1.443610,-0.697368,-0.348985,0.316184,0.302293,0.011435,-0.201539,-0.002992,0.034102,0.096236,0.067118,-0.218014,-0.510207,-0.235747,0.307087,0.434924,0.035314,-0.524621,-0.602821,16.073073,4.814444,5.376585,3.153545,1.647838,1.716804,1.574493,1.316634,1.400013,1.401173,1.206253,1.374351,1.469036,1.345032,1.289611,1.111292,0.950125,0.949184,0.925974,1.119072,0.862484,0.680763,0.810025,0.621748,0.675363,0.732847,classical
0.028814,2.638860,0.046925,0.020592,0.023513,0.022968,0.413409,0.015888,0.016613,0.018803,37.981924,46.876840,0.085886,12.961875,11.040619,5.513090,12.785346,0.032349,2.118287,15.955636,-32.148248,4.341372,1.964674,-5.938520,-3.867370,-3.244338,-2.499041,-2.783173,-1.891067,-1.575735,-1.185328,-0.833179,-0.436320,-0.534718,-0.723340,-0.596615,0.133063,0.700550,0.910838,0.635116,0.320403,0.317269,0.336758,0.177534,-0.091266,-0.223968,16.606347,3.421755,5.365993,2.152357,1.842640,1.610978,1.686874,1.675578,1.529128,1.884647,1.962932,1.820258,1.596985,1.341643,1.770907,1.584715,1.385078,1.327247,1.377902,1.080620,0.867207,0.957664,0.981125,0.879303,0.846266,0.861824,classical
